CompanyName,Symbol,Price
RUBFILA INTERNATIONAL LTD,RUBFILA,₹80.25
THE RUBY MILLS LTD,RUBYMILLS,₹282.00
RUCHI INFRASTRUCTURE LTD,RUCHINFRA,₹13.64
RUCHIRA PAPERS LIMITED,RUCHIRA,₹128.05
RUPA & COMPANY LTD,RUPA,₹287.45
RUSHIL DECOR LIMITED,RUSHIL,₹35.60
KEYSTONE REALTORS LIMITED,RUSTOMJEE,₹698.60
RAVINDER HEIGHTS LIMITED,RVHL,₹63.00
RAIL VIKAS NIGAM LIMITED,RVNL,₹490.40
S&S POWER SWITCHGEARS,S&SPOWER,₹439.00
SABAR FLEX INDIA LIMITED,SABAR,₹19.60
SAB EVENTS & GOVERNANCE,SABEVENTS,₹11.13
SRI ADHIKARI BRO TELE N L,SABTNL,₹--
SADBHAV ENGINEERING LTD,SADBHAV,₹35.09
SADBHAV INFRA PROJ LTD.,SADBHIN,₹6.80
SADHAV SHIPPING LIMITED,SADHAV,₹180.00
SADHANA NITROCHEM LIMITED,SADHNANIQ,₹55.95
SAFARI IND (INDIA) LTD,SAFARI,₹2535.00
SAGARDEEP ALLOYS LIMITED,SAGARDEEP,₹27.60
SAGAR CEMENTS LIMITED,SAGCEM,₹231.97
SAH POLYMERS LIMITED,SAH,₹91.75
SAHAJ FASHIONS LIMITED,SAHAJ,₹18.00
SAHAJ SOLAR LIMITED,SAHAJSOLAR,₹620.00
SAHANA SYSTEM LIMITED,SAHANA,₹1275.00
SAHYADRI INDUSTRIES LTD,SAHYADRI,₹357.00
SAMEERA AGRO AND INFRA L,SAIFL,₹107.00
STEEL AUTHORITY OF INDIA,SAIL,₹139.97
SAKAR HEALTHCARE LIMITED,SAKAR,₹313.50
SAKTHI SUGARS LTD,SAKHTISUG,₹43.39
SAKSOFT LIMITED,SAKSOFT,₹252.30
SAKUMA EXPORTS LIMITED,SAKUMA,₹4.98
SALASAR TECHNO ENGG. LTD.,SALASAR,₹19.04
SALONA COTSPIN LTD.,SALONA,₹274.80
S.A.L. STEEL LTD.,SALSTEEL,₹29.49
SALZER ELECTRONICS LTD,SALZERELEC,₹928.70
SAMBHAAV MEDIA LTD,SAMBHAAV,₹6.18
SAMHI HOTELS LIMITED,SAMHI,₹198.65
SAMMAAN CAPITAL LIMITED,SAMMAANCAP,₹160.00
SAMPANN UTPADAN INDIA LTD,SAMPANN,₹29.49
SANDESH LTD,SANDESH,₹1813.00
SANDHAR TECHNOLOGIES LTD,SANDHAR,₹579.00
SANDUR MANG & IRON ORES L,SANDUMA,₹488.10
SANGAM (INDIA) LTD,SANGAMIND,₹453.85
SANGANI HOSPITALS LIMITED,SANGANI,₹44.35
SANGHI INDUSTRIES LTD,SANGHIIND,₹83.38
SANGHVI MOVERS LTD,SANGHVIMOV,₹384.50
SANGINITA CHEMICALS LTD,SANGINITA,₹15.62
SANOFI INDIA LIMITED,SANOFI,₹6970.40
SANOFI CONS HEALTHC IND L,SANOFICONR,₹5080.00
SANSERA ENGINEERING LTD,SANSERA,₹1621.00
SANSTAR LIMITED,SANSTAR,₹130.80
SAPPHIRE FOODS INDIA LTD,SAPPHIRE,₹352.10
SARDA ENERGY & MIN LTD,SARDAEN,₹494.95
SAREGAMA INDIA LIMITED,SAREGAMA,₹642.00
SARLA PERF. FIBERS LTD,SARLAPOLY,₹90.00
SAROJA PHARMA INDUS IND L,SAROJA,₹--
SAR TELEVENTURE LIMITED,SARTELE,₹343.90
SARVESHWAR FOODS LIMITED,SARVESHWAR,₹10.30
SASKEN TECHNOLOGIES LTD,SASKEN,₹1453.00
SASTASUNDAR VENTURES LTD,SASTASUNDR,₹301.85
S A TECH SOFTWARE INDIA L,SATECH,₹160.00
SATIA INDUSTRIES LIMITED,SATIA,₹116.45
SATIN CREDIT NET LTD,SATIN,₹182.50
SAT INDUSTRIES LIMITED,SATINDLTD,₹127.96
SATI POLY PLAST LIMITED,SATIPOLY,₹199.05
SAURASHTRA CEMENT LIMITED,SAURASHCEM,₹117.20
SBC EXPORTS LIMITED,SBC,₹33.00
SHIVALIK BIMETAL CON. LTD,SBCL,₹625.00
SBFC FINANCE LIMITED,SBFC,₹90.95
SURATWWALA BUS GROUP LTD,SBGLP,₹114.00
SBI CARDS & PAY SER LTD,SBICARD,₹744.05
SBIAMC - SBIETFCON,,₹744.05
SBIAMC - SBIETFIT,,₹744.05
SBIAMC - SBIETFPB,,₹744.05
SBIAMC - SBIETFQLTY,,₹744.05
SBI LIFE INSURANCE CO LTD,SBILIFE,₹1800.00
STATE BANK OF INDIA,SBIN,₹800.00
SBIAMC - SBINEQWETF,,₹800.00
SBIAMC - SBISILVER,,₹800.00
SCHAEFFLER INDIA LIMITED,SCHAEFFLER,₹3870.00
S CHAND AND COMPANY LTD,SCHAND,₹212.65
SCHNEIDER ELECTRIC INFRA,SCHNEIDER,₹794.00
SHIPPING CORP OF INDIA LT,SCI,₹249.90
SHIPPING CORP OF ILA LTD,SCILAL,₹68.50
SHARP CHUCKS N MACHINES L,SCML,₹120.50
SHEETAL COOL PRODUCTS LTD,SCPL,₹380.00
SOM DIST & BREW LTD,SDBL,₹112.50
RELCAPAMC-NETFSDL26,,₹112.50
SEAMEC LIMITED,SEAMECLTD,₹1397.00
SALASAR EXTERIOR CONT LTD,SECL,₹26.30
SECMARK CONSULTANCY LTD,SECMARK,₹89.23
SECUR CREDENTIALS LIMITED,SECURCRED,₹--
SECUREKLOUD TECH LIMITED,SECURKLOUD,₹32.99
SEJAL GLASS LIMITED,SEJALLTD,₹479.80
SUNGARNER ENERGIES LTD,SEL,₹559.00
SELAN EXPLO. TECH LTD,SELAN,₹866.80
SEL MANUFACTURING CO LTD,SELMC,₹54.55
SEMAC CONSULTANTS LIMITED,SEMAC,₹411.00
SENCO GOLD LIMITED,SENCO,₹1400.00
DSPAMC - DSPSENXETF,,₹1400.00
MIRAEAMC - SENSEXETF,,₹1400.00
ICICI PRUD SENSEX ETF,,₹1400.00
SEPC LIMITED,SEPC,₹28.40
SEQUENT SCIENTIFIC LTD.,SEQUENT,₹209.00
SERVICE CARE LIMITED,SERVICE,₹95.25
SERVOTECH POWER SYS LTD.,SERVOTECH,₹179.40
SESHASAYEE PAPER & BOARDS,SESHAPAPER,₹337.10
SETCO AUTOMOTIVE LTD,SETCO,₹12.16
SBIAMC - SETF10GILT,,₹12.16
SBI-ETF GOLD,,₹12.16
SBI-ETF NIFTY 50,,₹12.16
SBI-ETF NIFTY BANK,,₹12.16
SBI-ETF NIFTY NEXT 50,,₹12.16
SEYA INDUSTRIES LIMITED,SEYAIND,₹29.92
SHEELA FOAM LIMITED,SFL,₹910.00
SYNERGY GREEN IND. LTD,SGIL,₹412.00
STL GLOBAL LIMITED,SGL,₹17.85
SHAH METACORP LIMITED,SHAH,₹--
SHAH ALLOYS LIMITED,SHAHALLOYS,₹87.60
SHAILY ENG PLASTICS LTD,SHAILY,₹969.05
SHAKTI PUMPS (I) LTD,SHAKTIPUMP,₹4635.00
SHALBY LIMITED,SHALBY,₹272.00
SHALIM PAINTS LTD,SHALPAINTS,₹136.00
SHANKARA BLDG PRODUCT LTD,SHANKARA,₹505.35
SHANTHALA FMCG PRODUCTS L,SHANTHALA,₹--
SHANTI OVERSEAS INDIA LTD,SHANTI,₹17.12
SHANTHI GEARS LTD,SHANTIGEAR,₹622.70
SHARDA CROPCHEM LTD.,SHARDACROP,₹569.90
SHARDA MOTOR INDS LTD,SHARDAMOTR,₹2332.00
SHARE IND. SECURITIES LTD,SHAREINDIA,₹314.95
NIP IND ETF SHARIAH BEES,,₹314.95
SHEETAL UNIVERSAL LIMITED,SHEETAL,₹65.50
SHEKHAWATI INDUSTRIES LTD,SHEKHAWATI,₹43.97
SHEMAROO ENTER. LTD.,SHEMAROO,₹188.35
SHERA ENERGY LIMITED,SHERA,₹180.15
SHIGAN QUANTUM TECH LTD,SHIGAN,₹127.20
SHILPA MEDICARE LTD,SHILPAMED,₹806.95
SHIVALIK RASAYAN LIMITED,SHIVALIK,₹614.95
SHIVAM AUTO.LTD,SHIVAMAUTO,₹43.02
SHIVA MILLS LIMITED,SHIVAMILLS,₹91.01
SHIVA TEXYARN LIMITED,SHIVATEX,₹208.15
S H KELKAR AND CO. LTD.,SHK,₹307.00
SHOPPERS STOP LIMITED,SHOPERSTOP,₹794.45
SHRADHA INFRAPROJECTS LTD,SHRADHA,₹--
SHREE DIGVIJAY CEM CO LTD,SHREDIGCEM,₹93.35
SHREE CEMENT LIMITED,SHREECEM,₹26034.20
SHREE OSFM E-MOBILITY LTD,SHREEOSFM,₹152.10
SHRE PUSH CHEM & FERT LTD,SHREEPUSHK,₹260.00
SHREE RAMA MULTI TECH LTD,SHREERAMA,₹--
SHRENIK LIMITED,SHRENIK,₹0.85
SHREYANS INDUSTRIES LTD,SHREYANIND,₹265.00
SHREYAS SHIPPING & LOGIST,SHREYAS,₹339.65
SHRIRAM PIST. & RING LTD,SHRIPISTON,₹2070.10
SHRIRAM FINANCE LIMITED,SHRIRAMFIN,₹3369.80
SHRIRAM PROPERTIES LTD,SHRIRAMPPS,₹122.13
SHRI TECHTEX LIMITED,SHRITECH,₹62.50
SHUBHLAXMI JEWEL ART LTD,SHUBHLAXMI,₹43.65
SHUBHSHREE BIOFUELS ENE L,SHUBHSHREE,₹240.95
SHYAM CENTURY FERROUS LTD,SHYAMCENT,₹17.71
SHYAM METALICS AND ENGY L,SHYAMMETL,₹916.70
SHYAM TELECOM LIMITED,SHYAMTEL,₹13.10
SICAL LOGISTICS LIMITED,SICALLOG,₹203.00
SIDDHIKA COATINGS LIMITED,SIDDHIKA,₹131.50
SIEMENS LTD,SIEMENS,₹7345.00
SIGACHI INDUSTRIES LTD,SIGACHI,₹54.01
SIGNET INDUSTRIES LIMITED,SIGIND,₹72.65
SIGMA SOLVE LIMITED,SIGMA,₹365.00
SIGNATUREGLOBAL INDIA LTD,SIGNATURE,₹1591.85
SIGNORIA CREATION LIMITED,SIGNORIA,₹135.00
SIGNPOST INDIA LIMITED,SIGNPOST,₹249.00
SIKKO INDUSTRIES LIMITED,SIKKO,₹100.00
STANDARD INDUSTRIES LTD.,SIL,₹26.89
SILGO RETAIL LIMITED,SILGO,₹44.50
SIL INVESTMENTS LIMITED,SILINV,₹603.40
SILKFLEX POLYMERS INDIA L,SILKFLEX,₹85.00
SILLY MONKS ENTERTAIN LTD,SILLYMONKS,₹21.80
BIRLASLAMC - SILVER,,₹21.80
KOTAKMAMC - KOTAKSILVE,,₹21.80
DSPAMC - DSPSILVETF,,₹21.80
NIPPONAMC - NETFSILVER,,₹21.80
UTIAMC - SILVERETF,,₹21.80
ICICIPRAMC - ICICISILVE,,₹21.80
SILVER TOUCH TECHNO LTD,SILVERTUC,₹730.75
MIRAEAMC - MASILVER,,₹730.75
SIMBHAOLI SUGARS LTD.,SIMBHALS,₹25.27
SIMPLEX INFRASTRUCTURES L,SIMPLEXINF,₹221.50
SINCLAIRS HOTELS LIMITED,SINCLAIR,₹99.04
SINDHU TRADE LINKS LTD,SINDHUTRAD,₹21.70
SINTERCOM INDIA LIMITED,SINTERCOM,₹161.99
SIRCA PAINT INDIA LIMITED,SIRCA,₹336.25
SIS LIMITED,SIS,₹401.30
SITI NETWORKS LIMITED,SITINET,₹0.92
SIYARAM SILK MILLS LTD,SIYSIL,₹485.05
S J LOGISTICS (INDIA) LTD,SJLOGISTIC,₹589.00
SJS ENTERPRISES LIMITED,SJS,₹960.40
SJVN LTD,SJVN,₹126.02
SKF INDIA LTD,SKFINDIA,₹5342.00
SKIPPER LIMITED,SKIPPER,₹490.00
SKM EGG PROD EXPORT(I) LT,SKMEGGPROD,₹250.15
SKP BEARING INDUSTRI. LTD,SKP,₹225.00
SKY GOLD LIMITED,SKYGOLD,₹2725.00
MIRAEAMC - SMALLCAP,,₹2725.00
SMARTLINK HOLDINGS LTD,SMARTLINK,₹267.00
SMC GLOBAL SECURITIES LTD,SMCGLOBAL,₹148.50
SML ISUZU LIMITED,SMLISUZU,₹1895.10
SARTHAK METALS LIMITED,SMLT,₹178.28
SMS LIFESCIENCES (I) LTD,SMSLIFE,₹--
SMS PHARMACEUTICALS LTD.,SMSPHARMA,₹365.35
SMVD POLY PACK LIMITED,SMVD,₹--
SNOWMAN LOGISTICS LTD.,SNOWMAN,₹79.60
SOBHA LIMITED,SOBHA,₹1772.00
SOFTTECH ENGINEERS LTD,SOFTTECH,₹360.35
SOLARA ACTIVE PHA SCI LTD,SOLARA,₹760.00
SOLAR INDUSTRIES (I) LTD,SOLARINDS,₹10865.00
SOLEX ENERGY LIMITED,SOLEX,₹1635.00
SOMANY CERAMICS LIMITED,SOMANYCERA,₹739.90
SOMA TEXTILES & INDUST LT,SOMATEX,₹39.20
SOMI CONVEYOR BELT. LTD.,SOMICONVEY,₹152.00
SONA BLW PRECISION FRGS L,SONACOMS,₹711.00
SONA MACHINERY LIMITED,SONAMAC,₹175.00
SONAM LIMITED,SONAMLTD,₹77.60
SONATA SOFTWARE LTD,SONATSOFTW,₹605.50
SAVITA OIL TECHNOLO. LTD,SOTL,₹554.95
THE SOUTH INDIAN BANK LTD,SOUTHBANK,₹24.40
SOUTH WEST PINNACLE LTD,SOUTHWEST,₹120.13
S. P. APPARELS LIMITED,SPAL,₹913.00
SPANDANA SPHOORTY FIN LTD,SPANDANA,₹570.40
SUN PHARMA ADV.RES.CO.LTD,SPARC,₹209.50
SPACENET ENTERS IND LTD,SPCENET,₹24.12
SHIVALIC POWER CONTROL L,SPCL,₹208.90
SPECIALITY REST LTD,SPECIALITY,₹168.77
SPECTRUM ELECTRIC IND LTD,SPECTRUM,₹1610.05
SPECTRUM TALENT MGMT LTD,SPECTSTM,₹151.30
SPENCER S RETAIL LIMITED,SPENCERS,₹99.45
SPIC LTD,SPIC,₹84.70
SPL INDUSTRIES LIMITED,SPLIL,₹59.54
SUPREME PETROCHEM LIMITED,SPLPETRO,₹842.10
SPML INFRA LIMITED,SPMLINFRA,₹266.70
SPORTKING INDIA LIMITED,SPORTKING,₹116.00
SPP POLYMER LIMITED,SPPPOLY,₹44.50
SREELEATHERS LIMITED,SREEL,₹281.90
SRF LTD,SRF,₹2421.90
SRG HOUSING FINANCE L,SRGHFL,₹355.00
SREE RAYALSEEMA HHP LTD.,SRHHYPOLTD,₹692.00
SRIVASAVI ADHESIVE TAPE L,SRIVASAVI,₹105.10
SRM CONTRACTORS LIMITED,SRM,₹265.95
SHREE RAM PROTEINS LTD.,SRPL,₹1.17
SARASWATI SAREE DEPOT LTD,SSDL,₹148.49
SATHLOKHAR SYN E&C GLOB L,SSEGL,₹415.00
SRIVARI SPICES N FOODS L,SSFL,₹325.65
STEEL STRIPS WHEELS LTD.,SSWL,₹213.34
STANLEY LIFESTYLES LTD,STANLEY,₹476.25
STRIDES PHARMA SCI LTD,STAR,₹1463.10
STAR CEMENT LIMITED,STARCEMENT,₹214.00
STAR HEALTH & AL INS CO L,STARHEALTH,₹581.00
STAR PAPER MILLS LTD,STARPAPER,₹224.55
STARTECK FINANCE LIMITED,STARTECK,₹269.85
THE STATE TRADING CORPN,STCINDIA,₹166.00
STEELCAST LIMITED,STEELCAS,₹790.00
STEEL CITY SECURITIES LTD,STEELCITY,₹94.20
STEEL EXCHANGE INDIA LTD,STEELXIND,₹12.55
STEL HOLDINGS LIMITED,STEL,₹530.30
STERLING TOOLS LIMITED,STERTOOLS,₹562.00
STERLITE TECHNOLOGIES LTD,STLTECH,₹125.06
STOVE KRAFT LIMITED,STOVEKRAFT,₹867.85
STYLAM INDUSTRIES LIMITED,STYLAMIND,₹2157.00
BAAZAR STYLE RETAIL LTD,STYLEBAAZA,₹386.00
STYRENIX PERFORMANCE LTD,STYRENIX,₹2565.00
SUBEX LTD,SUBEXLTD,₹28.05
SUBROS LIMITED,SUBROS,₹720.00
SUDARSHAN CHEMICAL INDS L,SUDARSCHEM,₹1040.50
SUKHJIT STARCH & CHEM LTD,SUKHJITS,₹568.90
SULA VINEYARDS LIMITED,SULA,₹453.50
SUMEET IND LIMITED,SUMEETINDS,₹--
SUMITOMO CHEM INDIA LTD,SUMICHEM,₹555.00
SUMIT WOODS LIMITED,SUMIT,₹145.90
SUMMIT SECURITIES LTD,SUMMITSEC,₹2652.40
SUNDARAM CLAYTON LIMITED,SUNCLAY,₹2357.35
SUNDARAM MULTI PAP LTD,SUNDARAM,₹2.87
SUNDARAM FINANCE LTD,SUNDARMFIN,₹5139.00
SUNDARAM FINANCE HOLD LTD,SUNDARMHLD,₹333.00
SUNDARAMBRAKE LININGS LTD,SUNDRMBRAK,₹965.00
SUNDRAM FASTENERS LTD,SUNDRMFAST,₹1418.45
SUNFLAG IRON AND STEEL CO,SUNFLAG,₹228.79
SUNLITE RECYCLING IND LTD,SUNLITE,₹153.00
SUN PHARMACEUTICAL IND L,SUNPHARMA,₹1910.05
SUNREST LIFESCIENCE LTD,SUNREST,₹60.00
SUNTECK REALTY LIMITED,SUNTECK,₹566.20
SUN TV NETWORK LIMITED,SUNTV,₹811.85
SUPERHOUSE LIMITED,SUPERHOUSE,₹228.45
SUPER SPINNING MILLS LTD,SUPERSPIN,₹11.87
SUPRAJIT ENGINEERING LTD,SUPRAJIT,₹506.00
SUPREME ENGINEERING LTD,SUPREMEENG,₹3.39
SUPREME INDUSTRIES LTD,SUPREMEIND,₹5205.70
SUPRIYA LIFESCIENCE LTD,SUPRIYA,₹567.90
SURAJ ESTATE DEVELOPERS L,SURAJEST,₹751.20
SURAJ LIMITED,SURAJLTD,₹--
SURANA SOLAR LIMITED,SURANASOL,₹59.00
SURANA TELECOM AND POW LT,SURANAT&P,₹22.00
SURANI STEEL TUBES LTD.,SURANI,₹276.00
SURYALAKSHMI COT MIL LTD,SURYALAXMI,₹88.53
SURYA ROSHNI LTD,SURYAROSNI,₹725.00
SURYODAY SMALL FIN BK LTD,SURYODAY,₹171.50
SUTLEJ TEXT & INDUS LTD,SUTLEJTEX,₹66.30
SUUMAYA INDUSTRIES LTD,SUULD,₹5.09
SUVEN LIFE SCIENCES LTD,SUVEN,₹141.50
SUVEN PHARMACEUTICALS LTD,SUVENPHAR,₹1190.30
SUVIDHAA INFOSERVE LTD,SUVIDHAA,₹5.25
SUYOG TELEMATICS LIMITED,SUYOG,₹1548.90
SUZLON ENERGY LIMITED,SUZLON,₹75.64
SHREE VASU LOGISTICS LTD,SVLL,₹316.00
SVP GLOBAL TEXTILES LTD,SVPGLOB,₹6.63
SWAN ENERGY LIMITED,SWANENERGY,₹566.00
SWARAJ SUITING LIMITED,SWARAJ,₹289.95
SWARAJ ENGINES LTD,SWARAJENG,₹3106.00
SWASTIK PIPE LIMITED,SWASTIK,₹65.20
SWELECT ENERGY SYS LTD,SWELECTES,₹1161.00
STRLNG & WIL REN ENE LTD,SWSOLAR,₹552.25
SYLVAN PLYBOARD (INDIA) L,SYLVANPLY,₹92.40
SYMPHONY LIMITED,SYMPHONY,₹1612.00
SYNCOM FORMU (I) LTD,SYNCOMF,₹21.09
SYNGENE INTERNATIONAL LTD,SYNGENE,₹865.00
SYNOPTICS TECHNOLOGIES L,SYNOPTICS,₹119.00
SYRMA SGS TECHNOLOGY LTD,SYRMA,₹419.90
SYSTANGO TECHNOLOGIES LTD,SYSTANGO,₹254.00
TAC INFOSEC LIMITED,TAC,₹735.00
TAINWALA CHEMICAL AND PLA,TAINWALCHM,₹226.00
TAJ GVK HOTELS & RESORTS,TAJGVK,₹304.00
TAKE SOLUTIONS LTD,TAKE,₹20.70
TALBROS AUTO. COMP. LTD,TALBROAUTO,₹320.85
TANLA PLATFORMS LIMITED,TANLA,₹884.00
TAPI FRUIT PROCESSING LTD,TAPIFRUIT,₹112.65
TARA CHAND INFRA SOLN LTD,TARACHAND,₹364.30
TARAPUR TRANSFORMERS LTD,TARAPUR,₹19.13
TARC LIMITED,TARC,₹255.50
TRANS & RECTI. LTD,TARIL,₹670.00
TARMAT LIMITED,TARMAT,₹82.30
TARSONS PRODUCTS LIMITED,TARSONS,₹441.90
TASTY BITE EATABLES LTD,TASTYBITE,₹12736.45
TATA CHEMICALS LTD,TATACHEM,₹1142.00
TATA COMMUNICATIONS LTD,TATACOMM,₹2143.00
TATA CONSUMER PRODUCT LTD,TATACONSUM,₹1150.00
TATA ELXSI LIMITED,TATAELXSI,₹7580.00
TATAAML-TATAGOLD,,₹7580.00
TATA INVESTMENT CORP LTD,TATAINVEST,₹6640.00
TATA MOTORS LIMITED,TATAMOTORS,₹942.00
TATA POWER CO LTD,TATAPOWER,₹467.90
TATA STEEL LIMITED,TATASTEEL,₹167.10
TATA TECHNOLOGIES LIMITED,TATATECH,₹1065.00
TATAAML-TATSILV,,₹1065.00
TATVA CHIN PHARM CHEM LTD,TATVA,₹1035.00
TBO TEK LIMITED,TBOTEK,₹1770.00
TRIB BHIMJI ZAVERI LTD,TBZ,₹269.10
TRANSPORT CORPN OF INDIA,TCI,₹1074.10
TCI EXPRESS LIMITED,TCIEXP,₹1068.00
TCIFINANCELTD-ROLL SETT,TCIFINANCE,₹13.67
THAAI CASTING LIMITED,TCL,₹175.00
TANTIA CONSTRUCTIONS LTD,TCLCONS,₹--
TCPL PACKAGING LIMITED,TCPLPACK,₹3281.55
TATA CONSULTANCY SERV LT,TCS,₹4273.90
TD POWER SYSTEMS LTD.,TDPOWERSYS,₹398.00
TEAMLEASE SERVICES LTD.,TEAMLEASE,₹3041.35
BIRLASLAMC - TECH,,₹3041.35
TECH MAHINDRA LIMITED,TECHM,₹1624.95
TECHNO ELEC & ENG CO. LTD,TECHNOE,₹1540.00
TECIL CHEMICALS,TECILCHEM,₹28.49
TEGA INDUSTRIES LIMITED,TEGA,₹1933.55
TEJAS NETWORKS LIMITED,TEJASNET,₹1193.55
TEMBO GLOBAL IND LTD,TEMBO,₹--
TERA SOFTWARE LIMITED,TERASOFT,₹85.82
TEXMACO INFRA & HOLDG LTD,TEXINFRA,₹117.25
TEXMO PIPE & PRODUCTS LTD,TEXMOPIPES,₹72.05
TEXMACO RAIL & ENG. LTD.,TEXRAIL,₹200.20
TOURISM FINANCE CORP. OF,TFCILTD,₹159.50
TRANSWARRANTY FIN. LTD.,TFL,₹32.55
TGB BANQUETS&HOTELS LTD,TGBHOTELS,₹15.25
THANGAMAYIL JEWELLERY LTD,THANGAMAYL,₹2469.75
THE INVEST TRUST OF IND L,THEINVEST,₹200.78
THEJO ENGINEERING LIMITED,THEJO,₹2571.00
THEMIS MEDICARE LTD.,THEMISMED,₹281.60
THERMAX LTD,THERMAX,₹5189.95
THOMAS COOK (INDIA) LTD,THOMASCOOK,₹203.77
THOMAS SCOTT (INDIA) LTD,THOMASCOTT,₹241.25
THYROCARE TECH LTD,THYROCARE,₹798.10
TILAKNAGAR INDUSTRIES LTD,TI,₹283.00
TIDE WATER OIL LTD,TIDEWATER,₹2221.00
TECHNOCRAFT IND LTD,TIIL,₹3190.00
TUBE INVEST OF INDIA LTD,TIINDIA,₹4178.05
TIJARIA POLYPIPES LTD,TIJARIA,₹11.92
TIL LTD,TIL,₹312.85
TIMESCAN LOGISTICS IND L,TIMESCAN,₹87.20
TIMES GUARANTY LIMITED,TIMESGTY,₹143.90
TIME TECHNOPLAST LTD.,TIMETECHNO,₹379.60
TIMKEN INDIA LTD.,TIMKEN,₹3670.00
TIPS FILMS LIMITED,TIPSFILMS,₹658.85
TIPS MUSIC LIMITED,TIPSMUSIC,₹718.70
THIRUMALAI CHEMICALS LTD,TIRUMALCHM,₹321.75
SHREE TIRUPATI BALAJEE,TIRUPATI,₹777.00
TIRUPATI FORGE LIMITED,TIRUPATIFL,₹--
TITAGARH RAIL SYSTEMS LTD,TITAGARH,₹1151.85
TITAN COMPANY LIMITED,TITAN,₹3739.95
TAMILNAD MERCA BANK LTD,TMB,₹464.00
TATAAML - TNIDETF,,₹464.00
TAMILNADU PETROPRODUCTS L,TNPETRO,₹90.31
TAMILNADU NEWSPRT & PAPER,TNPL,₹208.50
TAMILNADU TELECOMMUNICATI,TNTELE,₹10.64
TOKYO PLAST  INTL LTD.,TOKYOPLAST,₹122.00
TOLINS TYRES LIMITED,TOLINS,₹187.00
ZERODHAAMC - TOP100CASE,,₹187.00
DSPAMC - TOP10ADD,,₹187.00
TORRENT PHARMACEUTICALS L,TORNTPHARM,₹3490.00
TORRENT POWER LTD,TORNTPOWER,₹1857.90
TOTAL TRANSPORT SYS LTD,TOTAL,₹89.90
TOUCHWOOD ENTERTAIN LTD.,TOUCHWOOD,₹155.00
TEAMO PRODUCTIONS HQ LTD,TPHQ,₹1.35
TPL PLASTECH LIMITED,TPLPLASTEH,₹101.00
TRACXN TECHNOLOGIES LTD,TRACXN,₹87.37
TRANSTEEL SEATING TECH L,TRANSTEEL,₹64.50
TREE HOUSE EDU LTD,TREEHOUSE,₹17.22
TREJHARA SOLUTIONS LTD,TREJHARA,₹274.00
TRANSINDIA REAL ESTATE L,TREL,₹43.09
TRENT LTD,TRENT,₹7307.20
TRF LIMITED,TRF,₹485.30
TRIDENT LIMITED,TRIDENT,₹35.93
TRIDHYA TECH LIMITED,TRIDHYA,₹31.45
TRIGYN TECHNOLOGIES LTD,TRIGYN,₹127.39
TRIVENI TURBINE LIMITED,TRITURBINE,₹689.90
TRIVENI ENGG. & INDS. LTD,TRIVENI,₹473.20
TROM INDUSTRIES LIMITED,TROM,₹220.00
TRUCAP FINANCE LIMITED,TRU,₹29.44
TTK HEALTHCARE LIMITED,TTKHLTCARE,₹1592.05
TTK PRESTIGE LTD,TTKPRESTIG,₹907.00
T T LIMITED,TTL,₹117.00
TATA TELESERV(MAHARASTRA),TTML,₹81.21
TUNWAL E-MOTORS LIMITED,TUNWAL,₹46.15
TV18 BROADCAST LIMITED,TV18BRDCST,₹43.44
TVS ELECTRONICS LTD,TVSELECT,₹406.90
TVS HOLDINGS LIMITED,TVSHLTD,₹13401.00
TVS MOTOR COMPANY  LTD,TVSMOTOR,₹2729.00
TVS SUPPLY CHAIN SOL L,TVSSCS,₹198.95
TVS SRICHAKRA LIMITED,TVSSRICHAK,₹4158.30
TV TODAY NETWORK LTD,TVTODAY,₹230.05
TV VISION LIMITED,TVVISION,₹--
UNITED BREWERIES LTD,UBL,₹2133.20
UCAL LIMITED,UCAL,₹186.80
USHANTI COLOUR CHEM LTD,UCL,₹58.00
UCO BANK,UCOBANK,₹47.01
UDAIPUR CEMENT WORKS LTD,UDAICEMENT,₹31.65
UPDATER SERVICES LIMITED,UDS,₹373.80
UJAAS ENERGY LIMITED,UEL,₹612.55
UFLEX LIMITED,UFLEX,₹688.00
UFO MOVIEZ INDIA LTD.,UFO,₹132.45
THE UGAR SUGAR WORKS LTD,UGARSUGAR,₹88.04
UGRO CAPITAL LIMITED,UGROCAP,₹246.80
UJJIVAN SMALL FINANC BANK,UJJIVANSFB,₹41.00
ULTRATECH CEMENT LIMITED,ULTRACEMCO,₹11700.00
UMA CONVERTER LIMITED,UMA,₹--
UMA EXPORTS LIMITED,UMAEXPORTS,₹110.69
UMANG DAIRIES LIMITED,UMANGDAIRY,₹96.08
USHA MARTIN EDU & SOL LTD,UMESLTD,₹6.45
UNICHEM LABORATORIES LTD,UNICHEMLAB,₹634.05
UNITED DRILLING TOOLS LTD,UNIDT,₹248.10
UNICOMMERCE ESOLUTIONS L,UNIECOM,₹208.54
UNIPHOS ENTERPRISES LTD,UNIENTER,₹172.15
UNIHEALTH CONSULTANCY LTD,UNIHEALTH,₹159.75
UNIINFO TELECOM SERVI LTD,UNIINFO,₹38.00
UNION BANK OF INDIA,UNIONBANK,₹119.45
UNIPARTS INDIA LIMITED,UNIPARTS,₹472.90
UNITED SPIRITS LIMITED,UNITDSPR,₹1565.00
UNITED POLYFAB GUJ. LTD.,UNITEDPOLY,₹128.00
