CompanyName,Symbol,Price
HINDPRAKASH INDUSTRY LTD,HPIL,₹147.01
HPL ELECTRIC & POWER LTD,HPL,₹552.95
HIMADRI SPECIALITY CHEM L,HSCL,₹644.35
HT MEDIA LIMITED,HTMEDIA,₹24.85
HUBTOWN LIMITED,HUBTOWN,₹292.00
HSG & URBAN DEV CORPN LTD,HUDCO,₹224.32
HUHTAMAKI INDIA LIMITED,HUHTAMAKI,₹380.15
HYBRID FINANCIAL SERVICE,HYBRIDFIN,₹12.36
IBL FINANCE LIMITED,IBLFL,₹71.00
ICDSLTD,ICDSLTD,₹--
ICE MAKE REFRIGERAT LTD,ICEMAKE,₹718.85
ICICIPRAMC - BHARATIWIN,,₹718.85
ICICI BANK LTD.,ICICIBANK,₹1247.10
ICICI LOMBARD GIC LIMITED,ICICIGI,₹2150.00
ICICI PRU LIFE INS CO LTD,ICICIPRULI,₹755.75
INDO COUNT INDUSTRIES LTD,ICIL,₹360.00
ICRA LIMITED,ICRA,₹7132.25
IDBI BANK LIMITED,IDBI,₹84.49
VODAFONE IDEA LIMITED,IDEA,₹9.79
IDEAFORGE TECHNO LTD,IDEAFORGE,₹684.25
IDEAL TECHNOPLAST IND LTD,IDEALTECHO,₹99.00
IDFC LIMITED,IDFC,₹110.52
IDFC FIRST BANK LIMITED,IDFCFIRSTB,₹72.45
BANDHANAMC - IDFNIFTYET,,₹72.45
INDIABULLS ENT LTD,IEL,₹11.82
INDIAN EMULSIFIERS LTD,IEML,₹290.00
INDIAN ENERGY EXC LTD,IEX,₹208.80
IFB AGRO INDUSTRIES LTD,IFBAGRO,₹565.95
IFB INDUSTRIES LTD,IFBIND,₹1798.15
IFCI LTD,IFCI,₹62.60
IFGL REFRACTORIES LIMITED,IFGLEXPOR,₹598.00
IGARASHI MOTORS INDIA LTD,IGARASHI,₹642.65
INDRAPRASTHA GAS LTD,IGL,₹553.00
I G PETROCHEMICALS LTD,IGPL,₹583.00
IIFL FINANCE LIMITED,IIFL,₹461.00
IIFL SECURITIES LIMITED,IIFLSEC,₹371.50
INDUSTRIAL INV TRUST LTD,IITL,₹294.00
IKIO LIGHTING LIMITED,IKIO,₹286.95
IMAGICAAWORLD ENT LTD,IMAGICAA,₹82.50
INDIAN METALS & FERRO,IMFA,₹706.60
IND MOTOR PART & ACC LTD,IMPAL,₹1303.45
IMPEX FERRO TECH LIMITED,IMPEXFERRO,₹3.32
INCREDIBLE INDUSTRIES LTD,INCREDIBLE,₹43.35
INDBANK MERCH BANK,INDBANK,₹45.55
INDEGENE LIMITED,INDGN,₹696.00
THE INDIAN HOTELS CO. LTD,INDHOTEL,₹674.05
THE INDIA CEMENTS LIMITED,INDIACEM,₹363.05
INDIA GLYCOLS LTD,INDIAGLYCO,₹1371.50
INDIAMART INTERMESH LTD,INDIAMART,₹2925.15
INDIAN BANK,INDIANB,₹519.00
INDIAN CARD CLOTHING CO.,INDIANCARD,₹269.90
INDIAN HUME PIPE CO. LTD.,INDIANHUME,₹489.55
INDIA SHELTER FIN CORP L,INDIASHLTR,₹753.00
INDIFRA LIMITED,INDIFRA,₹30.25
INTERGLOBE AVIATION LTD,INDIGO,₹4605.00
INDIGO PAINTS LIMITED,INDIGOPNTS,₹1472.40
INDIA NIPPON ELECT  LTD,INDNIPPON,₹731.00
INDO AMINES LIMITED,INDOAMIN,₹220.99
INDO BORAX & CHEMICAL LTD,INDOBORAX,₹200.00
INDOCO REMEDIES LTD.,INDOCO,₹335.05
INDO RAMA SYNTHETICS LTD,INDORAMA,₹46.45
INDOSTAR CAPITAL FIN LTD,INDOSTAR,₹300.00
INDO TECH TRANSFORM LTD.,INDOTECH,₹1834.90
INDO THAI SEC LTD,INDOTHAI,₹795.60
INDO US BIOTECH LTD,INDOUS,₹292.70
INDOWIND ENERGY LTD,INDOWIND,₹22.09
INDRAPRASTHA MEDICAL CORP,INDRAMEDCO,₹438.00
IND SWIFT LABORATORIES LT,INDSWFTLAB,₹126.00
IND-SWIFT LIMITED,INDSWFTLTD,₹23.85
IND TERRAIN FASHIONS LTD,INDTERRAIN,₹54.80
INDUSIND BANK LIMITED,INDUSINDBK,₹1388.00
INDUS TOWERS LIMITED,INDUSTOWER,₹378.60
INFIBEAM AVENUES LIMITED,INFIBEAM,₹31.95
INFINIUM PHARMACHEM LTD,INFINIUM,₹356.30
INFOBEANS TECHNO. LTD.,INFOBEAN,₹421.20
INFOMEDIA PRESS LIMITED,INFOMEDIA,₹8.55
NIP IND ETF INFRA BEES,,₹8.55
ICICIPRAMC - ICICIINFRA,,₹8.55
INFOSYS LIMITED,INFY,₹1923.20
INGERSOLL-RAND INDIA LTD,INGERRAND,₹4100.00
INTERIORS & MORE LIMITED,INM,₹340.00
INNOMET ADVANCED MATERI L,INNOMET,₹222.00
INNOVA CAPTAB LIMITED,INNOVACAP,₹743.00
INNOVANA THINKLABS LTD.,INNOVANA,₹460.00
INOX GREEN ENERGY SER LTD,INOXGREEN,₹196.24
INOX INDIA LIMITED,INOXINDIA,₹1142.15
INOX WIND LIMITED,INOXWIND,₹223.39
INSECTICIDES (I) LTD,INSECTICID,₹855.00
INSPIRE FILMS LIMITED,INSPIRE,₹32.40
INSPIRISYS SOLUTIONS LTD,INSPIRISYS,₹118.80
INTELLECT DESIGN ARENA,INTELLECT,₹887.55
INTENSE TECHNOLOGIES LTD,INTENTECH,₹134.00
INTERARCH BUILDING PROD L,INTERARCH,₹1353.00
INTL CONVEYORS LIMITED,INTLCONV,₹95.00
INVENTURE GRO & SEC LTD,INVENTURE,₹2.33
INDIAN OVERSEAS BANK,IOB,₹56.17
INDIAN OIL CORP LTD,IOC,₹170.79
IOL CHEM AND PHARMA LTD,IOLCP,₹455.65
ION EXCHANGE (INDIA) LTD,IONEXCHANG,₹647.35
IPCA LABORATORIES LTD,IPCALAB,₹1504.80
INDIAN PHOSPHATE LIMITED,IPHL,₹115.00
INDIA PESTICIDES LIMITED,IPL,₹204.40
INTEGRATED PERSO SER LTD,IPSL,₹--
IRB INFRA DEV LTD.,IRB,₹60.00
IRCON INTERNATIONAL LTD,IRCON,₹217.36
INDIAN RAIL TOUR CORP LTD,IRCTC,₹877.15
INDIAN RENEWABLE ENERGY,IREDA,₹224.29
INDIAN RAILWAY FIN CORP L,IRFC,₹152.07
IRIS BUSINESS SERV LTD,IRIS,₹--
IRIS CLOTHINGS LIMITED,IRISDOREME,₹71.36
IRM ENERGY LIMITED,IRMENERGY,₹432.95
ICICI SECURITIES LIMITED,ISEC,₹869.10
INTRASOFT TECH. LTD,ISFT,₹155.78
ISGEC HEAVY ENG LTD,ISGEC,₹1342.90
KOTAKMAMC - KOTAKIT,,₹1342.90
ITALIAN EDIBLES LIMITED,ITALIANE,₹59.00
NIP IND ETF IT,,₹59.00
ITC LTD,ITC,₹507.00
INDIA TOUR. DEV. CO. LTD.,ITDC,₹660.00
ITD CEMENTATION INDIA LTD,ITDCEM,₹642.00
MIRAEAMC - ITETF,,₹642.00
DSPAMC - DSPITETF,,₹642.00
ITI LTD,ITI,₹257.45
ICICIPRAMC - ICICITECH,,₹257.45
IL&FS INVESTMENT MANAGERS,IVC,₹12.14
IVP LIMITED,IVP,₹203.35
INVESCO INDIA GOLD ETF,,₹203.35
INVESCO INDIA NIFTY ETF,,₹203.35
INOX WIND ENERGY LIMITED,IWEL,₹11851.00
LE TRAVENUES TECHNOLOGY L,IXIGO,₹151.90
IZMO LIMITED,IZMO,₹398.70
J & K BANK LTD.,J&KBANK,₹102.39
JAGRAN PRAKASHAN LIMITED,JAGRAN,₹91.72
JAGSONPAL PHARMACEUTICALS,JAGSNPHARM,₹437.65
JAI BALAJI INDUSTRIES LTD,JAIBALAJI,₹1117.80
JAI CORP LIMITED,JAICORPLTD,₹352.90
JAINAM FER ALLOYS (I) LTD,JAINAM,₹162.00
NANDANI CREATION LIMITED,JAIPURKURT,₹40.05
JAMNA AUTO IND LTD,JAMNAAUTO,₹115.40
JASH ENGINEERING LIMITED,JASH,₹2196.00
JAYANT AGRO ORGANICS LTD,JAYAGROGN,₹310.70
JAY BHARAT MARUTI LTD,JAYBARMARU,₹99.85
JAY BEE LAMINATIONS LTD,JAYBEE,₹247.65
JAYASWAL NECO INDUSTR LTD,JAYNECOIND,₹49.00
JAYSHREE TEA & INDUSTRIES,JAYSREETEA,₹150.30
J B CHEMICALS AND PHARMA,JBCHEPHARM,₹1719.30
JBM AUTO LIMITED,JBMA,₹1780.80
JOHNSON CONTROLS HITACHI,JCHAC,₹2453.00
JET FREIGHT LOGISTICS LTD,JETFREIGHT,₹16.02
JEYYAM GLOBAL FOODS LTD,JEYYAM,₹61.60
J.G.CHEMICALS LIMITED,JGCHEM,₹379.10
JHS SVEND. LAB. LTD,JHS,₹27.35
JINDAL PHOTO LIMITED,JINDALPHOT,₹780.00
JINDAL POLY FILMS LIMITED,JINDALPOLY,₹749.75
JINDAL SAW LIMITED,JINDALSAW,₹713.00
JINDAL STEEL & POWER LTD,JINDALSTEL,₹1026.05
JINDAL DRILLING IND. LTD,JINDRILL,₹600.30
JINDAL WORLDWIDE LTD,JINDWORLD,₹331.05
JIO FIN SERVICES LTD,JIOFIN,₹346.10
JAIN DVR EQUITY SHARES,JISLDVREQS,₹33.60
JAIN IRRIGATION SYSTEMS,JISLJALEQS,₹64.00
JITF INFRALOGISTICS LTD,JITFINFRA,₹865.15
JIWANRAM SHEODUTTRA IND L,JIWANRAM,₹--
JK CEMENT LIMITED,JKCEMENT,₹4570.00
JKUMAR INFR.LTD.,JKIL,₹762.00
JK LAKSHMI CEMENT LTD,JKLAKSHMI,₹797.95
JK PAPER LIMITED,JKPAPER,₹495.50
JK TYRE & INDUSTRIES LTD,JKTYRE,₹408.00
JUPITER LIFE LINE HOSP L,JLHL,₹1435.00
JULLUNDUR MOT AGENCY LTD,JMA,₹102.13
JM FINANCIAL LIMITED,JMFINANCIL,₹144.65
JNK INDIA LIMITED,JNKINDIA,₹639.90
JOCIL LIMITED,JOCIL,₹205.15
JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,₹7.40
JIND POL INV & FIN CO LTD,JPOLYINVST,₹769.65
JAIPRAKASH POWER VEN. LTD,JPPOWER,₹19.43
JANA SMALL FIN BANK LTD,JSFB,₹564.00
JINDAL STAINLESS LIMITED,JSL,₹778.50
JEENA SIKHO LIFECARE LTD,JSLL,₹1599.00
JSW ENERGY LIMITED,JSWENERGY,₹700.00
JSW HOLDINGS LIMITED,JSWHL,₹8600.05
JSW INFRASTRUCTURE LTD,JSWINFRA,₹332.10
JSW STEEL LIMITED,JSWSTEEL,₹1042.00
JTEKT INDIA LIMITED,JTEKTINDIA,₹170.90
JTL INDUSTRIES LIMITED,JTLIND,₹226.02
JUBILANT FOODWORKS LTD,JUBLFOOD,₹630.05
JUBILANT INDUSTRIES LTD,JUBLINDS,₹1694.00
JUBILANT INGREVIA LIMITED,JUBLINGREA,₹817.95
JUBILANT PHARMOVA LTD,JUBLPHARMA,₹1085.00
NIP IND ETF JUNIOR BEES,,₹1085.00
JUNIPER HOTELS LIMITED,JUNIPER,₹361.50
JUSTDIAL LTD.,JUSTDIAL,₹1199.90
JUPITER WAGONS LIMITED,JWL,₹486.00
JYOTHY LABS LIMITED,JYOTHYLAB,₹542.60
JYOTI CNC AUTOMATION LTD,JYOTICNC,₹1157.95
JYOTI STRUCTURES LTD,JYOTISTRUC,₹25.30
KABRA EXTRUSION TECHNIK L,KABRAEXTRU,₹411.25
KAJARIA CERAMICS LTD,KAJARIACER,₹1460.05
KAKATIYA CEM SUGAR &IND L,KAKATCEM,₹215.50
SAI SILKS (KALAMANDIR) L,KALAMANDIR,₹171.95
KALYANI COMMERCIALS LTD,KALYANI,₹--
KALYANI FORGE LIMITED,KALYANIFRG,₹494.95
KALYAN JEWELLERS IND LTD,KALYANKJIL,₹727.00
KAMAT HOTELS (I) LTD,KAMATHOTEL,₹200.95
KAMDHENU LIMITED,KAMDHENU,₹570.00
KAMDHENU VENTURES LIMITED,KAMOPAINTS,₹26.51
KANANI INDUSTRIES LTD,KANANIIND,₹2.78
KANDARP DG SMART BPO LTD,KANDARP,₹47.10
KANORIA CHEMICALS & INDUS,KANORICHEM,₹146.95
KANPUR PLASTIPACK LIMITED,KANPRPLA,₹119.35
KANSAI NEROLAC PAINTS LTD,KANSAINER,₹301.25
KAPSTON SERVICES LIMITED,KAPSTON,₹250.00
KARMA ENERGY LIMITED,KARMAENG,₹71.99
KARNIKA INDUSTRIES LTD,KARNIKA,₹276.00
KARUR VYSYA BANK LTD,KARURVYSYA,₹206.34
KATARIA INDUSTRIES LTD,KATARIA,₹199.00
KAUSHALYA INFRA DEV LTD.,KAUSHALYA,₹990.00
KAVVERI TEL. LTD.,KAVVERITEL,₹44.96
KAYA LIMITED,KAYA,₹437.50
KAYNES TECHNOLOGY IND LTD,KAYNES,₹5219.20
KBC GLOBAL LIMITED,KBCGLOBAL,₹2.10
KCK INDUSTRIES LTD,KCK,₹--
KCP LTD,KCP,₹250.20
KCPSUGARINDUS,KCPSUGIND,₹53.60
KDDL LIMITED,KDDL,₹3010.00
KEC INTL. LIMITED,KEC,₹1032.50
KIRLOSKAR ELECTRIC CO LTD,KECL,₹190.70
DSJ KEEP LEARNING LTD,KEEPLEARN,₹6.74
KEI INDUSTRIES LTD.,KEI,₹4260.00
KUNDAN EDIFICE LIMITED,KEL,₹--
KELLTON TECH SOL LTD,KELLTONTEC,₹139.28
KERNEX MICROSYS(I) LTD,KERNEX,₹740.00
KESORAM INDUSTRIES LTD,KESORAMIND,₹217.00
KEYNOTE FIN SERV LTD.,KEYFINSERV,₹279.45
KFIN TECHNOLOGIES LIMITED,KFINTECH,₹1022.85
KHADIM INDIA LIMITED,KHADIM,₹361.30
KHAITAN CHEM & FERT LTD,KHAICHEM,₹78.20
KHAITAN (INDIA)LTD.,KHAITANLTD,₹--
KHANDWALA SECURITIES LTD,KHANDSE,₹28.79
KHFM HOS FAC MANA SER LTD,KHFM,₹99.10
KALYANI INVEST CO LTD,KICL,₹6298.95
KILITCH DRUGS INDIA LTD,KILITCH,₹344.35
KRISHNA INST OF MED SCI L,KIMS,₹550.95
KINGFA SCI & TEC IND LTD.,KINGFA,₹3241.35
KIOCL LIMITED,KIOCL,₹375.45
KIRI INDUSTRIES LIMITED,KIRIINDUS,₹353.05
KIRLOSKAR BROTHERS LTD,KIRLOSBROS,₹1789.00
KIRLOSKAR OIL ENG LTD,KIRLOSENG,₹1183.85
KIRLOSKAR INDUSTRIES LTD,KIRLOSIND,₹5296.05
KIRLOSKAR PNEUMATIC COM L,KIRLPNU,₹1263.45
KITEX GARMENTS LTD,KITEX,₹516.00
KEWAL KIRAN CLOTHING LTD,KKCL,₹650.00
KKV AGRO POWERS LTD.,KKVAPOW,₹672.00
KAUSHALYA LOGISTICS LTD,KLL,₹132.00
K M SUGAR MILLS LTD,KMSUGAR,₹40.70
KNR CONSTRU LTD.,KNRCON,₹335.00
KODY TECHNOLAB LIMITED,KODYTECH,₹3396.00
KOHINOOR FOODS LIMITED,KOHINOOR,₹46.50
KOKUYO CAMLIN LIMITED,KOKUYOCMLN,₹184.60
KOLTE PATIL DEV. LTD.,KOLTEPATIL,₹389.30
KONSTELEC ENGINEERS LTD,KONSTELEC,₹168.10
KONTOR SPACE LIMITED,KONTOR,₹156.05
KOPRAN LTD,KOPRAN,₹314.90
KOTAK MAHINDRA BANK LTD,KOTAKBANK,₹1810.00
KOTHARI SUG & CHEM LTD.,KOTARISUG,₹55.70
KOTHARI PETROCHEM LTD,KOTHARIPET,₹221.60
KOTHARI PRODUCTS,KOTHARIPRO,₹169.55
KOTYARK INDUSTRIES LTD,KOTYARK,₹884.00
KPI GREEN ENERGY LIMITED,KPIGREEN,₹819.00
KALPATARU PROJECT INT LTD,KPIL,₹1357.75
KPIT TECHNOLOGIES LIMITED,KPITTECH,₹1699.00
KPR MILL LTD.,KPRMILL,₹942.35
KRBL LIMITED,KRBL,₹292.05
KREBS BIOCHEMICALS & IND,KREBSBIO,₹--
KRIDHAN INFRA LIMITED,KRIDHANINF,₹4.54
KRISHANA PHOSCHEM LIMITED,KRISHANA,₹225.00
KRISHIVAL FOODS LIMITED,KRISHIVAL,₹292.55
KRITI INDUSTRIES IND LTD,KRITI,₹229.90
KRITIKA WIRES LIMITED,KRITIKA,₹15.99
KRITI NUTRIENTS LIMITED,KRITINUT,₹137.99
KRN HEAT EXCHANGE N REF L,KRN,₹445.35
KRONOX LAB SCIENCES LTD,KRONOX,₹162.00
KROSS LIMITED,KROSS,₹206.62
KRSNAA DIAGNOSTICS LTD,KRSNAA,₹859.30
KRYSTAL INTEGRATED SER L,KRYSTAL,₹750.00
KSB LIMITED,KSB,₹865.00
KAVERI SEED CO. LTD.,KSCL,₹900.00
KSHITIJ POLYLINE LIMITED,KSHITIJPOL,₹6.22
KALYANI STEELS LIMITED,KSL,₹871.05
KSOLVES INDIA LIMITED,KSOLVES,₹1012.95
KARNATAKA BANK LIMITED,KTKBANK,₹229.05
KALAHRIDHAAN TRENDZ LTD,KTL,₹32.15
KUANTUM PAPERS LIMITED,KUANTUM,₹138.89
LAGNAM SPINTEX LIMITED,LAGNAM,₹115.99
LORENZINI APPARELS LTD,LAL,₹27.97
DR. LAL PATH LABS LTD.,LALPATHLAB,₹3530.00
LAMBODHARA TEXTILES LTD.,LAMBODHARA,₹168.98
LANCOR HOLDINGS LIMITED,LANCORHOL,₹41.88
LANDMARK CARS LIMITED,LANDMARK,₹648.90
LA OPALA RG LIMITED,LAOPALA,₹345.90
LASA SUPERGENERICS LTD,LASA,₹26.10
LATENT VIEW ANALYTICS LTD,LATENTVIEW,₹462.15
LATTEYS INDUSTRIES LTD,LATTEYS,₹41.50
LAURUS LABS LIMITED,LAURUSLABS,₹445.45
ADDICTIVE LEARNING TECH L,LAWSIKHO,₹390.00
LAXMI COTSPIN LIMITED,LAXMICOT,₹35.99
LAKSHMI MACHINES LTD,LAXMIMACH,₹17766.50
LCC INFOTECH LTD,LCCINFOTEC,₹8.76
LE MERITE EXPORTS LIMITED,LEMERITE,₹196.00
LEMON TREE HOTELS LTD,LEMONTREE,₹118.10
LEXUS GRANITO (INDIA) LTD,LEXUS,₹54.01
LAKSHMI FIN IND CORP LTD,LFIC,₹329.80
LG BALAKRISHNAN & BROS,LGBBROSLTD,₹1376.00
LAXMI GOLDORNA HOUSE LTD,LGHL,₹--
LIBAS CONSU PRODUCTS LTD,LIBAS,₹18.97
LIBERTYSHOESLTD,LIBERTSHOE,₹473.00
LIC HOUSING FINANCE LTD,LICHSGFIN,₹637.00
LIFE INSURA CORP OF INDIA,LICI,₹971.00
LIC MF - LIC GOLD ETF,,₹971.00
LICNAMC - LICNMFET,,₹971.00
LICNAMC - LICNFENGP,,₹971.00
LICNAMC - LICNFESGP,,₹971.00
LICNAMC - LICNFNHGP,,₹971.00
LICNAMC - LICNMID100,,₹971.00
LIKHITHA INFRASTRUC LTD,LIKHITHA,₹371.90
LINC LIMITED,LINC,₹647.15
LINCOLN PHARMA LTD,LINCOLN,₹672.15
LINDE INDIA LIMITED,LINDEINDIA,₹8220.00
MIRAEAMC - LIQUID,,₹8220.00
KOTAKMAMC - KOTAKLIQ,,₹8220.00
DSPAMC - LIQUIDADD,,₹8220.00
NIP IND ETF LIQUID BEES,,₹8220.00
BFAM - LIQUIDBETF,,₹8220.00
ZERODHAAMC - LIQUIDCASE,,₹8220.00
DSP LIQUID ETF,,₹8220.00
ICICIPRAMC - ICICILIQ,,₹8220.00
SBIAMC - LIQUIDSBI,,₹8220.00
SHRIRAM - LIQUIDSHRI,,₹8220.00
LLOYDS LUXURIES LIMITED,LLOYDS,₹90.80
LLOYDS ENGG WORK LIMITED,LLOYDSENGG,₹77.00
LLOYDS METALS N ENERGY L,LLOYDSME,₹987.00
MACROTECH DEVELOPERS LTD,LODHA,₹1164.00
LOKESH MACHINES LTD,LOKESHMACH,₹385.00
LORDS CHLORO ALKALI LTD,LORDSCHLO,₹130.00
LOTUS EYE HOSP & INST L,LOTUSEYE,₹76.99
LOVABLE LINGERIE LTD,LOVABLE,₹141.94
MIRAEAMC - MANV30F,,₹141.94
KOTAKMAMC - KOTAKLOVOL,,₹141.94
ICICI PR NIF LW VL 30 ETF,,₹141.94
LOYAL TEXTILE MILLS LTD,LOYALTEX,₹544.90
LANDMARK PR.DEV.CO.LTD,LPDC,₹10.72
LARSEN & TOUBRO LTD.,LT,₹3505.00
L&T FINANCE LIMITED,LTF,₹181.25
LT FOODS LIMITED,LTFOODS,₹400.60
NIP IND ETF LONGTERM GILT,,₹400.60
LTIMINDTREE LIMITED,LTIM,₹6200.95
L&T TECHNOLOGY SER. LTD.,LTTS,₹5130.00
LUMAX INDUSTRIES LTD,LUMAXIND,₹2493.10
LUMAX AUTO TECH LTD,LUMAXTECH,₹564.70
LUPIN LIMITED,LUPIN,₹2170.15
LUX INDUSTRIES LIMITED,LUXIND,₹2239.65
LAXMI ORGANIC INDUS LTD,LXCHEM,₹277.65
LYKA LABS LTD,LYKALABS,₹137.00
LYPSA GEMS & JEWEL LTD,LYPSAGEMS,₹8.12
MAHINDRA & MAHINDRA LTD,M&M,₹3028.00
M&M FIN. SERVICES LTD,M&MFIN,₹316.00
MAAN ALUMINIUM LIMITED,MAANALU,₹180.00
MACOBS TECHNOLOGIES LTD,MACOBSTECH,₹142.50
MACPOWER CNC MACHINES LTD,MACPOWER,₹1280.00
MADHAV MARBLE & GRANITE,MADHAV,₹53.95
VAIDYA SANE AYUR LAB LTD,MADHAVBAUG,₹136.00
MADHUCON PROJECTS LTD.,MADHUCON,₹12.70
MADHUSUDAN MASALA LIMITED,MADHUSUDAN,₹187.25
MADRAS FERTILISERS LTD,MADRASFERT,₹101.50
MIRAEAMC - MAFANG,,₹101.50
MAGADH SUGAR & ENERGY LTD,MAGADSUGAR,₹876.00
MAGNUM VENTURES LTD.,MAGNUM,₹45.50
MAGSON RETAIL AND DIST L,MAGSON,₹99.00
BANK OF MAHARASHTRA,MAHABANK,₹58.21
MAHA RASHTRA APEX COPR. L,MAHAPEXLTD,₹171.90
MAHAMAYA STEEL INDS LTD,MAHASTEEL,₹--
MAHINDRA EPC IRRIG LTD,MAHEPC,₹126.95
MAHESHWARI LOGISTICS LTD.,MAHESHWARI,₹66.10
MAHICKRA CHEMICAL LIMITED,MAHICKRA,₹97.05
MIRAEAMC - MAHKTECH,,₹97.05
MAHINDRA LIFESPACE DEVLTD,MAHLIFE,₹511.25
MAHINDRA LOGISTIC LIMITED,MAHLOG,₹488.55
MAHARASHTRA SCOOTERS LTD,MAHSCOOTER,₹11218.25
MAHARASHTRA SEAMLESS LTD,MAHSEAMLES,₹632.00
MAITHAN ALLOYS LTD,MAITHANALL,₹1131.90
MIRAEAMC - MAMFGETF,,₹1131.90
MANGALAM ALLOYS LIMITED,MAL,₹40.05
MALLCOM (INDIA) LIMITED,MALLCOM,₹1495.10
MALU PAPER MILLS LIMITED,MALUPAPER,₹49.75
MANAK ALUMINIUM CO. LTD.,MANAKALUCO,₹33.19
MAN COAT METAL & IND LTD,MANAKCOAT,₹71.70
MANAKSIA LTD.,MANAKSIA,₹102.41
MANAKSIA STEELS LTD,MANAKSTEEL,₹69.15
MANALI PETROCHEMICALS LT,MANALIPETC,₹80.13
MANAPPURAM FINANCE LTD,MANAPPURAM,₹189.86
MANAV INFRA PROJECTS LTD,MANAV,₹--
MANBA FINANCE LIMITED,MANBA,₹140.00
MANGAL CREDIT N FINCORP L,MANCREDIT,₹138.80
MANGALAM DRUG & CHEM LTD,MANGALAM,₹122.10
MANG.CHEM.FERT.LTD,MANGCHEFER,₹128.50
MANGALAM CEMENT LTD,MANGLMCEM,₹888.30
MAN INDUSTRIES (I) LTD.,MANINDS,₹342.95
MAN INFRA LTD,MANINFRA,₹193.05
MANKIND PHARMA LIMITED,MANKIND,₹2594.05
MANOMAY TEX INDIA LTD,MANOMAY,₹223.99
MANORAMA INDUSTRIES LTD,MANORAMA,₹828.45
MANGALAM ORGANICS LIMITED,MANORG,₹--
MANUGRAPH INDIA LIMITED,MANUGRAPH,₹26.20
VEDANT FASHIONS LIMITED,MANYAVAR,₹1279.40
C.E. INFO SYSTEMS LIMITED,MAPMYINDIA,₹2169.35
MARAL OVERSEAS LTD,MARALOVER,₹73.99
MARATHON NXTGEN REALT LTD,MARATHON,₹679.90
MARCO CABLE & CONDUCTOR L,MARCO,₹72.00
MARICO LIMITED,MARICO,₹699.70
MARINE ELECTRICAL (I) LTD,MARINE,₹237.00
MARINETRANS INDIA LIMITED,MARINETRAN,₹--
MARKSANS PHARMA LIMITED,MARKSANS,₹291.35
MARSHALL MACHINES LTD,MARSHALL,₹35.00
MARUTI SUZUKI INDIA LTD.,MARUTI,₹12626.05
MAS FINANCIAL SERV LTD,MASFIN,₹281.80
MASK INVESTMENTS LIMITED,MASKINVEST,₹97.80
MASON INFRATECH LIMITED,MASON,₹146.10
MIRAEAMC - MASPTOP50,,₹146.10
MASTEK LTD,MASTEK,₹2655.05
MATRIMONY.COM LIMITED,MATRIMONY,₹746.05
MAWANA SUGARS LIMITED,MAWANASUG,₹121.70
MAX ESTATES LIMITED,MAXESTATES,₹607.95
MAX HEALTHCARE INS LTD,MAXHEALTH,₹930.30
MAX INDIA LIMITED,MAXIND,₹245.25
MAXPOSURE LIMITED,MAXPOSURE,₹110.40
MAYUR UNIQUOTERS LTD,MAYURUNIQ,₹592.00
MAZDA LIMITED,MAZDA,₹1265.45
MAZAGON DOCK SHIPBUIL LTD,MAZDOCK,₹4076.90
MADHYA BHARAT AGRO P. LTD,MBAPL,₹210.00
MBL INFRASTRUCTURE LTD,MBLINFRA,₹58.75
MADHAV COPPER LIMITED,MCL,₹36.86
MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,₹36.40
MULTI COMMODITY EXCHANGE,MCX,₹5857.95
MARVEL DECOR LIMITED,MDL,₹99.00
GLOBAL HEALTH LIMITED,MEDANTA,₹978.05
MEDI ASSIST HEALTH SER L,MEDIASSIST,₹645.00
MEDICAMEN BIOTECH LIMITED,MEDICAMEQ,₹580.60
MEDICO REMEDIES LIMITED,MEDICO,₹--
MEDICAMEN ORGANICS LTD,MEDIORG,₹62.50
MEDPLUS HEALTH SERV LTD,MEDPLUS,₹660.00
MEGA FLEX PLASTICS LTD,MEGAFLEX,₹74.80
MEGASOFT LTD,MEGASOFT,₹68.94
MEGASTAR FOODS LIMITED,MEGASTAR,₹262.00
MENON BEARINGS LIMITED,MENONBE,₹131.30
MEP INFRA. DEVELOPERS LTD,MEP,₹4.75
ICICIPRAMC - METALIETF,,₹4.75
METRO BRANDS LIMITED,METROBRAND,₹1273.70
METROPOLIS HEALTHCARE LTD,METROPOLIS,₹2255.00
MAHALAXMI FABRIC MILLS LT,MFML,₹53.14
MAX FINANCIAL SERV LTD,MFSL,₹1166.65
MANGALAM GLOBAL ENT LTD,MGEL,₹25.06
MAHANAGAR GAS LTD.,MGL,₹1920.00
MOHINI HEALTH&HYGIENE LTD,MHHL,₹62.00
MAHALAXMI RUBTECH LIMITED,MHLXMIRU,₹166.00
MAHINDRA HOLIDAYS LTD,MHRIL,₹388.85
MIC ELECTRONICS LTD,MICEL,₹97.42
MICROPRO SOFTWARE SOL L,MICROPRO,₹40.75
NIP IND ETF MIDCAP 150,,₹40.75
ZERODHAAMC - MID150CASE,,₹40.75
KOTAKMAMC - KOTAKMID50,,₹40.75
MIRAEAMC - MAM150ETF,,₹40.75
ICICIPRAMC - ICICIM150,,₹40.75
MISHRA DHATU NIGAM LTD,MIDHANI,₹385.95
DSPAMC - DSPQ50ETF,,₹385.95
ICICI PRUD MIDCAP SEL ETF,,₹385.95
